# pressure (bar)  pressure(Pa)     B_prime_g        B_prime_c        Temp(K)          h_w (J/kg)        h_w (kJ/kg)
1.01325E+00      1.01325E+05      1.00000E+01      0.00000E+00      2.50000E+02      -8.78029E+06      -8.78029E+03  # noqa E999
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      3.75000E+02      -4.76314E+06      -4.76314E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      4.00000E+02      -4.69315E+06      -4.69315E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      4.25000E+02      -4.62514E+06      -4.62514E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      4.50000E+02      -4.55903E+06      -4.55903E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      4.75000E+02      -4.49446E+06      -4.49446E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      5.00000E+02      -4.43088E+06      -4.43088E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      5.25000E+02      -4.36758E+06      -4.36758E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      5.50000E+02      -4.30372E+06      -4.30372E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      5.75000E+02      -4.23832E+06      -4.23832E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      6.00000E+02      -4.17022E+06      -4.17022E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      6.25000E+02      -4.09810E+06      -4.09810E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      6.50000E+02      -4.02038E+06      -4.02038E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      6.75000E+02      -3.93518E+06      -3.93518E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      7.00000E+02      -3.84025E+06      -3.84025E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      7.25000E+02      -3.73291E+06      -3.73291E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      7.50000E+02      -3.60998E+06      -3.60998E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      7.75000E+02      -3.46788E+06      -3.46788E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      8.00000E+02      -3.30284E+06      -3.30284E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      8.25000E+02      -3.11140E+06      -3.11140E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      8.50000E+02      -2.89134E+06      -2.89134E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      8.75000E+02      -2.64301E+06      -2.64301E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      9.00000E+02      -2.37076E+06      -2.37076E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      9.25000E+02      -2.08396E+06      -2.08396E+03
1.01325E+00      1.01325E+05      5.00000E-01      0.00000E+00      9.50000E+02      -1.79653E+06      -1.79653E+03
1.01325E+00      1.01325E+05      5.00000E-01      4.63305E-04      9.75000E+02      -1.52428E+06      -1.52428E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.65421E-02      1.00000E+03      -1.28070E+06      -1.28070E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.99857E-02      1.02500E+03      -1.07326E+06      -1.07326E+03
1.01325E+00      1.01325E+05      5.00000E-01      4.04742E-02      1.05000E+03      -9.02595E+05      -9.02595E+02
1.01325E+00      1.01325E+05      5.00000E-01      4.82273E-02      1.07500E+03      -7.64269E+05      -7.64269E+02
1.01325E+00      1.01325E+05      5.00000E-01      5.37443E-02      1.10000E+03      -6.51713E+05      -6.51713E+02
1.01325E+00      1.01325E+05      5.00000E-01      5.75760E-02      1.12500E+03      -5.58398E+05      -5.58398E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.02014E-02      1.15000E+03      -4.78883E+05      -4.78883E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.19893E-02      1.17500E+03      -4.09049E+05      -4.09049E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.32057E-02      1.20000E+03      -3.45935E+05      -3.45935E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.40352E-02      1.22500E+03      -2.87468E+05      -2.87468E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.46039E-02      1.25000E+03      -2.32212E+05      -2.32212E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.49972E-02      1.27500E+03      -1.79178E+05      -1.79178E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.52727E-02      1.30000E+03      -1.27682E+05      -1.27682E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.54695E-02      1.32500E+03      -7.72434E+04      -7.72434E+01
1.01325E+00      1.01325E+05      5.00000E-01      6.56143E-02      1.35000E+03      -2.75263E+04      -2.75263E+01
1.01325E+00      1.01325E+05      5.00000E-01      6.57258E-02      1.37500E+03      2.17102E+04      2.17102E+01
1.01325E+00      1.01325E+05      5.00000E-01      6.58169E-02      1.40000E+03      7.06402E+04      7.06402E+01
1.01325E+00      1.01325E+05      5.00000E-01      6.58968E-02      1.42500E+03      1.19392E+05      1.19392E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.59723E-02      1.45000E+03      1.68061E+05      1.68061E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.60485E-02      1.47500E+03      2.16721E+05      2.16721E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.61293E-02      1.50000E+03      2.65431E+05      2.65431E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.62181E-02      1.52500E+03      3.14236E+05      3.14236E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.63175E-02      1.55000E+03      3.63177E+05      3.63177E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.64299E-02      1.57500E+03      4.12287E+05      4.12287E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.65576E-02      1.60000E+03      4.61597E+05      4.61597E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.67027E-02      1.62500E+03      5.11136E+05      5.11136E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.68673E-02      1.65000E+03      5.60931E+05      5.60931E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.70534E-02      1.67500E+03      6.11010E+05      6.11010E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.72633E-02      1.70000E+03      6.61400E+05      6.61400E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.74991E-02      1.72500E+03      7.12131E+05      7.12131E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.77630E-02      1.75000E+03      7.63231E+05      7.63231E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.80575E-02      1.77500E+03      8.14732E+05      8.14732E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.83849E-02      1.80000E+03      8.66668E+05      8.66668E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.87478E-02      1.82500E+03      9.19074E+05      9.19074E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.91489E-02      1.85000E+03      9.71989E+05      9.71989E+02
1.01325E+00      1.01325E+05      5.00000E-01      6.95909E-02      1.87500E+03      1.02545E+06      1.02545E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.00766E-02      1.90000E+03      1.07951E+06      1.07951E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.06091E-02      1.92500E+03      1.13420E+06      1.13420E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.11914E-02      1.95000E+03      1.18958E+06      1.18958E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.18267E-02      1.97500E+03      1.24570E+06      1.24570E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.25183E-02      2.00000E+03      1.30262E+06      1.30262E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.32695E-02      2.02500E+03      1.36039E+06      1.36039E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.40838E-02      2.05000E+03      1.41908E+06      1.41908E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.49648E-02      2.07500E+03      1.47875E+06      1.47875E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.59160E-02      2.10000E+03      1.53948E+06      1.53948E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.69413E-02      2.12500E+03      1.60134E+06      1.60134E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.80443E-02      2.15000E+03      1.66441E+06      1.66441E+03
1.01325E+00      1.01325E+05      5.00000E-01      7.92288E-02      2.17500E+03      1.72876E+06      1.72876E+03
1.01325E+00      1.01325E+05      5.00000E-01      8.04987E-02      2.20000E+03      1.79448E+06      1.79448E+03
1.01325E+00      1.01325E+05      5.00000E-01      8.18579E-02      2.22500E+03      1.86166E+06      1.86166E+03
1.01325E+00      1.01325E+05      5.00000E-01      8.33101E-02      2.25000E+03      1.93039E+06      1.93039E+03
1.01325E+00      1.01325E+05      5.00000E-01      8.48594E-02      2.27500E+03      2.00076E+06      2.00076E+03
1.01325E+00      1.01325E+05      5.00000E-01      8.65095E-02      2.30000E+03      2.07287E+06      2.07287E+03
1.01325E+00      1.01325E+05      5.00000E-01      8.82643E-02      2.32500E+03      2.14682E+06      2.14682E+03
1.01325E+00      1.01325E+05      5.00000E-01      9.01275E-02      2.35000E+03      2.22271E+06      2.22271E+03
1.01325E+00      1.01325E+05      5.00000E-01      9.21028E-02      2.37500E+03      2.30064E+06      2.30064E+03
1.01325E+00      1.01325E+05      5.00000E-01      9.41939E-02      2.40000E+03      2.38073E+06      2.38073E+03
1.01325E+00      1.01325E+05      5.00000E-01      9.64041E-02      2.42500E+03      2.46307E+06      2.46307E+03
1.01325E+00      1.01325E+05      5.00000E-01      9.87369E-02      2.45000E+03      2.54778E+06      2.54778E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.01196E-01      2.47500E+03      2.63496E+06      2.63496E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.03783E-01      2.50000E+03      2.72473E+06      2.72473E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.06502E-01      2.52500E+03      2.81719E+06      2.81719E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.09356E-01      2.55000E+03      2.91246E+06      2.91246E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.12347E-01      2.57500E+03      3.01064E+06      3.01064E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.15477E-01      2.60000E+03      3.11185E+06      3.11185E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.18749E-01      2.62500E+03      3.21620E+06      3.21620E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.22164E-01      2.65000E+03      3.32378E+06      3.32378E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.25725E-01      2.67500E+03      3.43472E+06      3.43472E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.29432E-01      2.70000E+03      3.54911E+06      3.54911E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.33289E-01      2.72500E+03      3.66707E+06      3.66707E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.37295E-01      2.75000E+03      3.78870E+06      3.78870E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.41454E-01      2.77500E+03      3.91411E+06      3.91411E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.45767E-01      2.80000E+03      4.04341E+06      4.04341E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.50236E-01      2.82500E+03      4.17673E+06      4.17673E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.54864E-01      2.85000E+03      4.31418E+06      4.31418E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.59654E-01      2.87500E+03      4.45589E+06      4.45589E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.64612E-01      2.90000E+03      4.60201E+06      4.60201E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.69743E-01      2.92500E+03      4.75269E+06      4.75269E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.75055E-01      2.95000E+03      4.90812E+06      4.90812E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.80557E-01      2.97500E+03      5.06848E+06      5.06848E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.86265E-01      3.00000E+03      5.23402E+06      5.23402E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.92192E-01      3.02500E+03      5.40501E+06      5.40501E+03
1.01325E+00      1.01325E+05      5.00000E-01      1.98363E-01      3.05000E+03      5.58177E+06      5.58177E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.04802E-01      3.07500E+03      5.76467E+06      5.76467E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.11546E-01      3.10000E+03      5.95417E+06      5.95417E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.18635E-01      3.12500E+03      6.15080E+06      6.15080E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.26124E-01      3.15000E+03      6.35519E+06      6.35519E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.34078E-01      3.17500E+03      6.56811E+06      6.56811E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.42580E-01      3.20000E+03      6.79043E+06      6.79043E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.51728E-01      3.22500E+03      7.02323E+06      7.02323E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.61646E-01      3.25000E+03      7.26773E+06      7.26773E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.72484E-01      3.27500E+03      7.52542E+06      7.52542E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.84426E-01      3.30000E+03      7.79799E+06      7.79799E+03
1.01325E+00      1.01325E+05      5.00000E-01      2.97696E-01      3.32500E+03      8.08743E+06      8.08743E+03
1.01325E+00      1.01325E+05      5.00000E-01      3.12566E-01      3.35000E+03      8.39604E+06      8.39604E+03
1.01325E+00      1.01325E+05      5.00000E-01      3.29369E-01      3.37500E+03      8.72644E+06      8.72644E+03
1.01325E+00      1.01325E+05      5.00000E-01      3.48510E-01      3.40000E+03      9.08165E+06      9.08165E+03
1.01325E+00      1.01325E+05      5.00000E-01      3.70486E-01      3.42500E+03      9.46504E+06      9.46504E+03
1.01325E+00      1.01325E+05      5.00000E-01      3.95904E-01      3.45000E+03      9.88039E+06      9.88039E+03
1.01325E+00      1.01325E+05      5.00000E-01      4.25512E-01      3.47500E+03      1.03319E+07      1.03319E+04
1.01325E+00      1.01325E+05      5.00000E-01      4.60232E-01      3.50000E+03      1.08240E+07      1.08240E+04
1.01325E+00      1.01325E+05      5.00000E-01      5.01214E-01      3.52500E+03      1.13617E+07      1.13617E+04
1.01325E+00      1.01325E+05      5.00000E-01      5.49898E-01      3.55000E+03      1.19498E+07      1.19498E+04
1.01325E+00      1.01325E+05      5.00000E-01      6.08103E-01      3.57500E+03      1.25936E+07      1.25936E+04
1.01325E+00      1.01325E+05      5.00000E-01      6.78160E-01      3.60000E+03      1.32979E+07      1.32979E+04
1.01325E+00      1.01325E+05      5.00000E-01      7.63088E-01      3.62500E+03      1.40672E+07      1.40672E+04
1.01325E+00      1.01325E+05      5.00000E-01      8.66868E-01      3.65000E+03      1.49052E+07      1.49052E+04
1.01325E+00      1.01325E+05      5.00000E-01      9.94838E-01      3.67500E+03      1.58144E+07      1.58144E+04
1.01325E+00      1.01325E+05      5.00000E-01      1.15433E+00      3.70000E+03      1.67956E+07      1.67956E+04
1.01325E+00      1.01325E+05      5.00000E-01      1.35566E+00      3.72500E+03      1.78472E+07      1.78472E+04
1.01325E+00      1.01325E+05      5.00000E-01      1.61386E+00      3.75000E+03      1.89650E+07      1.89650E+04
1.01325E+00      1.01325E+05      5.00000E-01      1.95159E+00      3.77500E+03      2.01412E+07      2.01412E+04
1.01325E+00      1.01325E+05      5.00000E-01      2.40479E+00      3.80000E+03      2.13645E+07      2.13645E+04
1.01325E+00      1.01325E+05      5.00000E-01      3.03381E+00      3.82500E+03      2.26191E+07      2.26191E+04
1.01325E+00      1.01325E+05      5.00000E-01      3.94832E+00      3.85000E+03      2.38851E+07      2.38851E+04
1.01325E+00      1.01325E+05      5.00000E-01      5.36981E+00      3.87500E+03      2.51376E+07      2.51376E+04
1.01325E+00      1.01325E+05      5.00000E-01      7.82060E+00      3.90000E+03      2.63467E+07      2.63467E+04
1.01325E+00      1.01325E+05      5.00000E-01      1.28854E+01      3.92500E+03      2.74756E+07      2.74756E+04
1.01325E+00      1.01325E+05      5.00000E-01      2.85646E+01      3.95000E+03      2.84738E+07      2.84738E+04
1.01325E+00      1.01325E+05      5.00000E-01      2.85646E+01      3.97500E+03      2.84738E+07      2.84738E+04
1.01325E+00      1.01325E+05      5.00000E-01      2.85646E+01      4.00000E+03      2.84738E+07      2.84738E+04
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      2.50000E+02      -4.81657E+06      -4.81657E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      2.75000E+02      -4.74927E+06      -4.74927E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      3.00000E+02      -4.67839E+06      -4.67839E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      3.25000E+02      -4.60675E+06      -4.60675E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      3.50000E+02      -4.53613E+06      -4.53613E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      3.75000E+02      -4.46749E+06      -4.46749E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      4.00000E+02      -4.40118E+06      -4.40118E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      4.25000E+02      -4.33718E+06      -4.33718E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      4.50000E+02      -4.27520E+06      -4.27520E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      4.75000E+02      -4.21478E+06      -4.21478E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      5.00000E+02      -4.15529E+06      -4.15529E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      5.25000E+02      -4.09604E+06      -4.09604E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      5.50000E+02      -4.03619E+06      -4.03619E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      5.75000E+02      -3.97480E+06      -3.97480E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      6.00000E+02      -3.91081E+06      -3.91081E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      6.25000E+02      -3.84298E+06      -3.84298E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      6.50000E+02      -3.76986E+06      -3.76986E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      6.75000E+02      -3.68975E+06      -3.68975E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      7.00000E+02      -3.60061E+06      -3.60061E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      7.25000E+02      -3.49998E+06      -3.49998E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      7.50000E+02      -3.38498E+06      -3.38498E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      7.75000E+02      -3.25233E+06      -3.25233E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      8.00000E+02      -3.09854E+06      -3.09854E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      8.25000E+02      -2.92038E+06      -2.92038E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      8.50000E+02      -2.71576E+06      -2.71576E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      8.75000E+02      -2.48492E+06      -2.48492E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      9.00000E+02      -2.23182E+06      -2.23182E+03
1.01325E+00      1.01325E+05      4.00000E-01      0.00000E+00      9.25000E+02      -1.96514E+06      -1.96514E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.14727E-02      9.50000E+02      -1.69783E+06      -1.69783E+03
1.01325E+00      1.01325E+05      4.00000E-01      2.78132E-02      9.75000E+02      -1.44467E+06      -1.44467E+03
1.01325E+00      1.01325E+05      4.00000E-01      4.25370E-02      1.00000E+03      -1.21828E+06      -1.21828E+03
1.01325E+00      1.01325E+05      4.00000E-01      5.48000E-02      1.02500E+03      -1.02566E+06      -1.02566E+03
1.01325E+00      1.01325E+05      4.00000E-01      6.43440E-02      1.05000E+03      -8.67339E+05      -8.67339E+02
1.01325E+00      1.01325E+05      4.00000E-01      7.13907E-02      1.07500E+03      -7.39107E+05      -7.39107E+02
1.01325E+00      1.01325E+05      4.00000E-01      7.64063E-02      1.10000E+03      -6.34771E+05      -6.34771E+02
1.01325E+00      1.01325E+05      4.00000E-01      7.98957E-02      1.12500E+03      -5.48207E+05      -5.48207E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.22944E-02      1.15000E+03      -4.74335E+05      -4.74335E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.39359E-02      1.17500E+03      -4.09328E+05      -4.09328E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.50602E-02      1.20000E+03      -3.50445E+05      -3.50445E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.58337E-02      1.22500E+03      -2.95776E+05      -2.95776E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.63698E-02      1.25000E+03      -2.44005E+05      -2.44005E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.67453E-02      1.27500E+03      -1.94229E+05      -1.94229E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.70124E-02      1.30000E+03      -1.45823E+05      -1.45823E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.72064E-02      1.32500E+03      -9.83556E+04      -9.83556E+01
1.01325E+00      1.01325E+05      4.00000E-01      8.73515E-02      1.35000E+03      -5.15207E+04      -5.15207E+01
1.01325E+00      1.01325E+05      4.00000E-01      8.74648E-02      1.37500E+03      -5.10250E+03      -5.10250E+00
1.01325E+00      1.01325E+05      4.00000E-01      8.75579E-02      1.40000E+03      4.10551E+04      4.10551E+01
1.01325E+00      1.01325E+05      4.00000E-01      8.76396E-02      1.42500E+03      8.70666E+04      8.70666E+01
1.01325E+00      1.01325E+05      4.00000E-01      8.77159E-02      1.45000E+03      1.33018E+05      1.33018E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.77917E-02      1.47500E+03      1.78973E+05      1.78973E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.78707E-02      1.50000E+03      2.24986E+05      2.24986E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.79559E-02      1.52500E+03      2.71096E+05      2.71096E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.80497E-02      1.55000E+03      3.17339E+05      3.17339E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.81545E-02      1.57500E+03      3.63746E+05      3.63746E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.82723E-02      1.60000E+03      4.10344E+05      4.10344E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.84051E-02      1.62500E+03      4.57159E+05      4.57159E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.85547E-02      1.65000E+03      5.04215E+05      5.04215E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.87231E-02      1.67500E+03      5.51537E+05      5.51537E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.89122E-02      1.70000E+03      5.99151E+05      5.99151E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.91239E-02      1.72500E+03      6.47082E+05      6.47082E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.93602E-02      1.75000E+03      6.95357E+05      6.95357E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.96233E-02      1.77500E+03      7.44004E+05      7.44004E+02
1.01325E+00      1.01325E+05      4.00000E-01      8.99153E-02      1.80000E+03      7.93055E+05      7.93055E+02
1.01325E+00      1.01325E+05      4.00000E-01      9.02383E-02      1.82500E+03      8.42541E+05      8.42541E+02
1.01325E+00      1.01325E+05      4.00000E-01      9.05948E-02      1.85000E+03      8.92497E+05      8.92497E+02
1.01325E+00      1.01325E+05      4.00000E-01      9.09871E-02      1.87500E+03      9.42959E+05      9.42959E+02
1.01325E+00      1.01325E+05      4.00000E-01      9.14176E-02      1.90000E+03      9.93966E+05      9.93966E+02
1.01325E+00      1.01325E+05      4.00000E-01      9.18890E-02      1.92500E+03      1.04556E+06      1.04556E+03
1.01325E+00      1.01325E+05      4.00000E-01      9.24039E-02      1.95000E+03      1.09779E+06      1.09779E+03
1.01325E+00      1.01325E+05      4.00000E-01      9.29651E-02      1.97500E+03      1.15070E+06      1.15070E+03
1.01325E+00      1.01325E+05      4.00000E-01      9.35752E-02      2.00000E+03      1.20433E+06      1.20433E+03
1.01325E+00      1.01325E+05      4.00000E-01      9.42373E-02      2.02500E+03      1.25875E+06      1.25875E+03
1.01325E+00      1.01325E+05      4.00000E-01      9.49541E-02      2.05000E+03      1.31401E+06      1.31401E+03
1.01325E+00      1.01325E+05      4.00000E-01      9.57289E-02      2.07500E+03      1.37017E+06      1.37017E+03
1.01325E+00      1.01325E+05      4.00000E-01      9.65645E-02      2.10000E+03      1.42730E+06      1.42730E+03
1.01325E+00      1.01325E+05      4.00000E-01      9.74642E-02      2.12500E+03      1.48545E+06      1.48545E+03
1.01325E+00      1.01325E+05      4.00000E-01      9.84310E-02      2.15000E+03      1.54470E+06      1.54470E+03
1.01325E+00      1.01325E+05      4.00000E-01      9.94682E-02      2.17500E+03      1.60513E+06      1.60513E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.00579E-01      2.20000E+03      1.66680E+06      1.66680E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.01766E-01      2.22500E+03      1.72979E+06      1.72979E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.03034E-01      2.25000E+03      1.79419E+06      1.79419E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.04384E-01      2.27500E+03      1.86008E+06      1.86008E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.05821E-01      2.30000E+03      1.92754E+06      1.92754E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.07347E-01      2.32500E+03      1.99667E+06      1.99667E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.08965E-01      2.35000E+03      2.06756E+06      2.06756E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.10679E-01      2.37500E+03      2.14029E+06      2.14029E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.12491E-01      2.40000E+03      2.21496E+06      2.21496E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.14403E-01      2.42500E+03      2.29167E+06      2.29167E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.16420E-01      2.45000E+03      2.37052E+06      2.37052E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.18542E-01      2.47500E+03      2.45159E+06      2.45159E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.20773E-01      2.50000E+03      2.53499E+06      2.53499E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.23114E-01      2.52500E+03      2.62082E+06      2.62082E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.25568E-01      2.55000E+03      2.70917E+06      2.70917E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.28136E-01      2.57500E+03      2.80014E+06      2.80014E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.30820E-01      2.60000E+03      2.89383E+06      2.89383E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.33622E-01      2.62500E+03      2.99033E+06      2.99033E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.36542E-01      2.65000E+03      3.08974E+06      3.08974E+03
1.01325E+00      1.01325E+05      4.00000E-01      1.39583E-01      2.67500E+03      3.19215E+06      3.19215E+03
